Age,Gender,Socioeconomic_Status,Attendance_Percentage,Study_Hours_Per_Week,Previous_Term_Grade,Continuous_Assessment_Score,Performance_Status
22,Male,Medium,78.5,7.2,79.9,36.0,Excellent
18,Male,Low,92.7,16.3,62.2,22.4,Excellent
24,Male,Medium,78.8,11.5,65.2,34.5,Excellent
18,Female,High,54.0,6.4,57.2,35.3,Average
21,Male,Medium,86.3,7.1,51.5,31.8,Average
18,Male,Low,79.5,12.7,87.7,24.6,Excellent
18,Female,Medium,88.8,16.0,79.5,26.2,Excellent
21,Male,Medium,100.0,22.0,79.7,18.6,Excellent
23,Male,Medium,100.0,17.4,67.4,22.7,Excellent
23,Male,High,83.3,13.1,49.1,28.1,Average
21,Female,Medium,76.7,16.9,95.2,17.9,Average
24,Male,Medium,90.8,16.5,75.1,23.5,Average
22,Female,Low,81.3,18.7,71.6,34.7,Excellent
18,Male,High,88.9,14.8,65.7,24.2,Average
24,Male,Medium,78.4,20.2,45.5,30.2,Average
18,Female,Medium,87.5,19.1,83.7,27.8,Excellent
22,Male,Medium,76.9,15.4,57.3,23.5,Average
23,Male,Low,96.8,14.4,76.6,24.2,Average
24,Female,Medium,79.1,19.6,79.3,25.8,Excellent
20,Female,Medium,91.6,11.4,74.0,14.7,Average
20,Female,Low,72.4,7.5,75.6,29.7,Average
20,Female,Medium,92.8,7.4,86.2,24.4,Excellent
23,Female,High,75.3,11.0,60.5,29.9,Average
23,Male,Low,87.6,18.3,72.0,26.9,Average
22,Female,Medium,95.2,12.9,67.3,24.2,Excellent
18,Male,Medium,83.0,16.0,47.9,26.0,Average
22,Male,Medium,74.7,12.5,73.4,26.0,Average
22,Male,High,90.0,12.6,85.0,32.4,Excellent
23,Female,Medium,76.6,9.9,86.5,25.3,Excellent
20,Female,Medium,81.0,14.5,92.3,26.4,Excellent
19,Male,Medium,87.7,14.1,48.7,18.7,Average
18,Female,Low,98.6,17.1,89.5,24.8,Excellent
23,Female,Medium,85.3,16.4,72.2,32.3,Excellent
20,Female,Medium,85.2,14.0,89.2,27.1,Excellent
24,Female,Medium,92.4,7.5,65.3,19.6,Average
19,Male,High,85.5,20.4,63.6,20.1,Average
19,Male,Medium,91.4,14.6,55.4,21.3,Average
23,Female,Medium,95.8,15.4,79.3,30.0,Excellent
21,Male,High,81.7,23.0,76.2,29.4,Average
18,Female,Low,52.2,19.5,56.6,7.7,Average
19,Female,Low,76.8,17.2,44.0,24.6,At-Risk
23,Male,Medium,97.1,15.0,75.0,25.7,Average
23,Male,Medium,84.7,14.9,76.4,20.2,Average
20,Male,Medium,81.6,16.2,58.2,23.0,At-Risk
24,Female,Medium,96.7,17.0,55.7,31.7,Excellent
21,Male,High,84.0,23.6,77.9,27.0,Average
18,Female,Medium,64.1,27.4,92.3,22.5,Excellent
22,Male,Medium,69.9,16.5,64.1,24.1,Average
24,Male,Low,89.2,4.2,59.4,23.9,Average
24,Female,Low,84.3,10.2,73.6,26.4,Average
20,Female,Medium,99.5,24.1,77.6,17.9,Excellent
19,Female,Medium,77.7,18.6,65.6,21.7,Average
19,Female,High,81.9,17.1,94.3,30.2,Excellent
20,Female,Low,76.2,14.2,80.8,24.6,Excellent
23,Female,Low,79.8,9.1,65.4,20.8,Average
19,Female,Medium,66.1,23.4,50.9,21.0,Average
21,Female,Medium,81.1,10.9,85.8,28.6,Excellent
18,Male,Low,84.5,18.6,84.3,22.4,Excellent
24,Female,Medium,83.6,8.5,66.4,27.6,Average
24,Female,Low,100.0,13.9,74.2,21.9,Excellent
21,Male,Medium,100.0,20.0,68.2,19.4,Average
19,Female,Medium,77.5,13.8,76.2,26.2,Excellent
24,Male,Low,64.6,13.2,57.7,24.5,Average
22,Male,Medium,84.0,15.1,56.0,28.4,Average
18,Female,High,88.8,8.3,79.7,29.4,Excellent
18,Male,Medium,76.4,7.4,81.3,23.2,Average
24,Female,Medium,76.9,18.6,64.1,26.7,Average
20,Male,Low,100.0,12.9,61.0,23.1,Average
24,Male,Medium,82.4,18.5,83.8,28.2,Excellent
20,Male,Medium,91.6,20.6,61.4,26.2,Average
24,Female,Medium,75.7,21.0,70.7,21.9,Average
22,Female,Medium,84.4,6.9,69.1,21.5,Average
23,Male,High,81.6,11.5,52.4,26.3,Average
18,Male,Medium,78.2,17.7,72.3,30.8,Excellent
24,Female,Low,96.6,17.8,71.1,29.5,Excellent
22,Female,Low,71.1,26.2,74.3,20.3,Average
20,Male,High,88.0,10.5,71.9,20.8,Average
20,Male,Medium,81.4,20.8,95.6,21.5,Excellent
18,Female,Medium,89.1,16.9,83.9,22.0,Excellent
21,Female,Medium,81.6,6.8,70.5,15.9,Average
24,Female,Medium,93.7,12.3,71.6,29.0,Average
19,Female,Low,75.6,16.3,91.2,22.7,Excellent
20,Female,High,96.6,6.5,80.4,27.3,Average
23,Male,Medium,84.7,4.6,55.3,23.4,Average
23,Female,High,71.7,6.2,81.4,24.9,Average
20,Male,Medium,91.8,16.3,84.9,21.6,Excellent
21,Female,Medium,83.0,12.6,89.4,24.9,Excellent
21,Male,Medium,67.9,11.9,65.2,20.6,Average
22,Female,Medium,88.3,12.1,64.3,24.9,Average
23,Female,High,95.1,7.9,58.7,32.3,Average
22,Male,High,97.8,12.7,73.7,27.6,Excellent
23,Male,High,81.2,5.9,78.8,26.5,Excellent
24,Female,Medium,86.5,20.9,63.8,18.4,Average
24,Female,Medium,85.5,23.5,68.3,27.8,Excellent
19,Female,Medium,99.9,3.4,45.4,28.3,Excellent
24,Female,High,76.9,12.7,88.1,26.3,Excellent
19,Female,Low,80.4,13.0,51.2,26.1,Average
24,Male,Medium,76.7,14.1,74.5,24.3,Average
18,Male,Medium,70.5,20.0,72.9,28.2,Excellent
24,Female,Medium,87.5,12.7,70.5,32.0,Excellent
22,Male,High,100.0,14.6,70.8,26.7,Average
20,Male,Medium,83.0,29.9,57.9,20.1,Average
22,Male,Medium,76.2,14.4,66.1,20.5,Average
20,Female,Low,86.9,23.8,81.6,28.6,Average
21,Male,Medium,90.9,17.5,85.2,20.2,Average
22,Female,Medium,83.4,12.2,64.9,26.0,Average
21,Male,Medium,99.0,11.4,51.3,23.3,Average
19,Female,High,76.9,15.0,60.7,19.6,Average
19,Male,High,82.1,9.4,92.2,29.2,Excellent
18,Female,Low,88.0,10.7,61.4,28.5,Excellent
24,Female,Medium,88.9,12.9,68.8,18.2,Average
22,Male,High,85.5,16.5,87.0,27.4,Excellent
21,Female,Low,72.2,24.1,63.7,26.7,Average
20,Female,Low,100.0,12.6,68.0,29.2,Excellent
19,Female,Low,82.6,17.3,79.5,25.8,Average
24,Female,Medium,86.1,6.9,90.5,32.1,Excellent
19,Female,Low,91.2,20.3,62.3,24.4,Average
20,Female,High,78.6,6.4,86.7,23.6,Excellent
24,Female,Medium,85.6,19.0,66.6,20.1,Average
24,Female,Medium,78.2,14.6,59.4,20.3,Average
21,Male,Medium,89.2,14.4,73.0,19.9,Excellent
21,Male,Medium,82.2,13.5,56.1,26.1,Average
22,Female,Medium,87.7,8.5,75.7,23.7,Average
22,Female,Medium,74.5,8.8,100.0,26.7,Excellent
23,Male,Medium,76.7,19.2,83.3,19.0,Excellent
23,Male,Medium,71.3,15.1,68.7,20.7,Average
18,Male,High,77.9,13.5,82.6,20.6,Average
19,Female,High,59.3,17.2,58.8,35.8,Average
22,Male,Medium,81.9,15.5,60.8,24.2,Average
21,Female,Low,79.7,11.0,69.1,24.7,Average
20,Female,Low,86.5,27.3,71.1,24.6,Excellent
21,Male,Medium,85.4,18.7,54.5,32.8,Average
19,Female,Medium,97.6,15.6,66.3,16.9,Average
23,Female,Medium,100.0,12.4,68.3,24.7,Average
21,Female,Medium,96.4,19.8,88.5,16.9,Excellent
18,Female,High,80.5,11.1,54.5,13.1,At-Risk
19,Male,High,80.1,10.6,53.4,21.3,Average
23,Male,High,93.7,23.5,72.1,27.1,Excellent
20,Female,Medium,68.2,15.2,83.8,21.0,Average
23,Female,Medium,81.8,11.2,76.6,27.0,Average
24,Male,Medium,82.6,15.0,73.6,25.5,Average
18,Female,Low,90.8,19.3,66.5,24.3,Excellent
19,Male,Low,91.1,18.1,78.1,31.3,Excellent
20,Female,Medium,77.6,19.9,79.9,22.0,Excellent
18,Female,Medium,80.9,8.8,66.9,26.9,Excellent
23,Male,High,89.5,19.7,58.6,16.0,Average
18,Male,Low,77.0,14.1,58.7,25.5,Average
19,Male,Medium,97.1,15.4,80.5,23.7,Average
22,Male,Medium,91.1,21.0,51.5,19.1,Average
18,Female,Medium,86.7,18.5,90.1,27.0,Excellent
24,Male,Medium,88.9,16.8,64.5,21.3,Average
18,Female,Medium,80.3,5.1,73.7,33.7,Excellent
23,Male,Medium,78.7,14.8,78.4,12.8,Average
23,Male,Medium,80.8,11.1,61.8,26.2,Average
20,Female,Low,90.0,18.6,64.5,25.2,Excellent
23,Male,Low,87.0,20.0,71.6,23.6,Average
21,Male,Medium,80.8,13.5,59.8,22.4,Average
19,Male,High,92.5,11.7,57.2,25.3,Average
19,Male,Medium,83.3,22.8,58.3,30.3,Excellent
22,Female,Medium,78.1,12.0,84.5,16.6,Average
22,Female,Medium,87.5,9.0,74.8,21.0,Average
19,Male,High,74.9,10.8,60.5,19.7,Average
24,Male,High,68.1,12.2,80.5,19.5,Average
22,Male,Medium,84.9,10.7,61.1,26.7,Average
20,Female,Medium,78.4,19.2,46.6,27.9,Average
23,Female,High,82.5,4.0,78.4,30.3,Average
19,Female,Medium,75.3,10.6,89.8,28.0,Average
22,Female,Medium,97.1,14.8,76.7,28.4,Average
19,Male,Low,78.4,16.1,47.4,17.9,Average
21,Male,High,80.7,23.5,69.7,32.4,Excellent
18,Male,High,88.8,22.7,66.7,24.0,Average
23,Female,Low,71.2,7.0,74.5,30.2,Average
19,Male,Medium,70.5,5.5,59.8,18.1,At-Risk
18,Female,Medium,88.8,15.1,66.0,23.8,Average
22,Female,Low,80.6,11.6,53.0,29.7,Average
18,Male,High,76.0,9.0,72.7,25.1,Average
23,Male,Medium,91.0,15.1,53.4,21.2,Average
19,Male,Low,76.9,16.2,75.2,31.5,Excellent
21,Female,Medium,82.3,10.8,61.0,19.1,Average
24,Female,Medium,76.0,11.9,32.3,24.9,Average
22,Male,Low,88.0,11.2,79.5,28.2,Excellent
19,Male,Medium,98.3,12.9,75.9,35.5,Excellent
23,Female,Medium,66.4,17.7,86.2,22.7,Average
22,Male,Low,86.1,9.6,44.9,23.6,Average
20,Female,Low,93.6,11.8,62.1,22.8,Average
18,Female,Medium,80.8,13.0,71.6,26.2,Average
24,Male,Medium,73.7,15.0,76.9,27.9,Average
23,Male,High,89.2,16.4,52.4,30.5,Average
20,Male,High,95.0,25.2,75.2,28.8,Excellent
19,Male,High,93.9,17.9,63.1,22.5,Average
21,Female,Medium,88.7,18.0,47.7,29.1,Average
22,Female,High,86.0,13.7,61.0,25.5,Average
18,Female,Medium,76.0,10.1,76.2,28.7,Excellent
22,Male,Medium,93.7,12.4,48.2,29.0,Average
24,Female,Low,93.1,11.4,77.6,33.2,Excellent
19,Male,Low,73.6,17.0,73.4,23.2,Excellent
22,Male,Medium,88.6,6.7,67.0,22.3,Average
18,Male,Medium,91.5,18.0,50.4,27.2,Average
19,Male,Medium,93.8,14.4,51.3,30.9,Average
22,Male,Medium,84.3,18.7,65.2,25.3,Excellent
21,Male,Medium,76.4,11.4,56.5,31.2,Average
23,Female,Medium,80.0,10.5,66.0,28.5,Excellent
19,Male,Medium,74.9,13.0,80.9,24.0,Average
23,Female,High,84.5,12.8,66.7,27.8,Average
19,Female,High,82.5,19.0,66.4,22.8,Excellent
21,Male,Medium,100.0,19.0,66.4,26.2,Excellent
23,Male,Medium,93.9,24.5,82.2,19.6,Excellent
20,Male,Medium,94.7,12.5,85.5,24.7,Excellent
18,Female,High,89.7,0.0,75.1,30.0,Excellent
20,Male,Medium,81.3,13.0,71.6,28.8,Excellent
22,Female,Medium,82.2,16.2,72.8,28.1,Excellent
21,Male,Low,83.2,18.6,87.1,26.4,Excellent
20,Male,Medium,86.9,16.5,75.7,25.8,Excellent
19,Female,Medium,88.9,12.5,88.3,18.7,Average
22,Female,High,85.0,23.6,65.0,24.0,Average
22,Male,Medium,82.1,9.8,54.0,25.9,Average
20,Female,Medium,79.1,13.6,62.0,19.4,Average
20,Female,High,71.1,9.6,63.2,16.2,Average
21,Female,High,97.8,15.1,89.3,30.6,Excellent
18,Female,Medium,100.0,22.9,78.8,25.3,Excellent
20,Female,Medium,97.0,14.3,62.4,26.0,Excellent
24,Male,Medium,72.4,14.3,79.7,27.8,Excellent
20,Male,High,92.9,6.5,68.4,20.1,Average
23,Female,Low,95.2,13.6,89.6,23.0,Excellent
19,Male,High,81.0,20.8,66.0,32.5,Excellent
24,Male,Medium,89.9,13.7,51.5,22.6,Average
24,Female,Medium,80.4,13.4,67.8,23.7,Average
23,Male,Low,100.0,20.5,66.0,21.7,Average
23,Female,Medium,88.7,13.4,53.9,21.3,Average
22,Female,Medium,75.8,21.5,77.0,30.5,Excellent
18,Male,Low,91.7,8.6,87.1,12.6,Average
19,Female,Medium,95.6,18.4,56.5,22.7,Average
21,Female,High,87.0,23.2,81.7,26.1,Excellent
24,Female,Medium,89.8,20.0,62.7,33.5,Excellent
21,Female,Medium,84.3,5.7,69.7,19.3,Average
20,Female,Low,73.7,11.8,68.4,18.5,Average
20,Male,Medium,83.5,13.8,69.7,20.7,Average
21,Male,Low,90.2,20.0,75.7,28.5,Excellent
20,Female,Medium,83.7,8.3,57.7,25.6,Average
18,Female,High,93.0,9.9,85.5,17.8,Excellent
23,Male,Medium,81.1,7.0,76.0,25.5,Average
20,Female,Low,81.7,10.9,80.0,32.8,Excellent
22,Male,Medium,93.3,8.7,60.6,26.3,Average
20,Female,Medium,87.2,23.0,56.6,25.8,Average
19,Female,Medium,80.9,11.8,84.2,26.1,Average
18,Female,High,95.3,18.5,56.1,27.1,Average
19,Female,High,78.1,15.1,71.8,18.7,Average
19,Female,Medium,77.7,15.0,82.2,23.8,Excellent
22,Female,Medium,56.7,12.0,68.5,24.1,Average
18,Female,Medium,79.5,18.9,84.0,22.6,Excellent
18,Male,Low,98.1,15.8,66.7,28.4,Excellent
18,Male,Medium,64.3,15.5,54.7,21.8,Average
18,Male,Medium,75.5,12.0,74.5,23.2,Excellent
18,Female,Medium,89.4,12.9,72.4,18.7,Average
22,Female,Medium,62.6,17.9,100.0,26.9,Excellent
20,Female,Low,79.9,16.2,58.7,29.7,Average
19,Female,Medium,96.4,15.6,67.0,23.2,Average
18,Female,Low,100.0,11.2,61.2,29.0,Excellent
24,Female,Low,87.9,24.7,68.3,24.3,Excellent
20,Female,High,75.7,12.6,67.8,12.4,Average
20,Male,Low,75.4,14.8,59.5,24.7,Average
19,Female,Medium,86.4,14.1,75.6,24.1,Excellent
22,Male,Low,87.8,24.8,67.4,25.5,Excellent
21,Male,High,100.0,13.5,86.1,26.3,Excellent
21,Female,Medium,94.7,13.1,62.2,21.6,Excellent
20,Female,Medium,85.8,15.6,92.3,32.4,Excellent
23,Male,Medium,81.6,11.5,73.3,24.7,Excellent
23,Male,Medium,100.0,15.6,85.3,24.0,Excellent
19,Female,High,91.3,26.9,71.4,28.7,Excellent
21,Female,Medium,78.3,16.5,60.6,25.1,Average
20,Male,High,82.8,16.3,66.8,37.8,Excellent
22,Female,High,76.2,11.4,53.4,24.0,At-Risk
21,Female,High,61.0,23.5,68.7,26.8,Average
20,Female,Medium,88.1,24.7,72.1,21.3,Average
20,Male,Medium,100.0,19.3,70.5,29.4,Excellent
18,Male,Medium,68.7,18.3,86.0,26.5,Average
22,Male,Medium,85.6,13.8,68.2,23.3,Average
18,Female,Medium,77.9,17.0,47.3,20.6,Average
19,Female,Medium,90.2,10.8,100.0,18.5,Excellent
18,Male,Medium,83.3,9.4,61.7,27.1,Average
24,Male,Medium,71.4,7.6,81.6,18.1,Average
18,Male,High,75.2,17.1,51.9,31.5,Average
24,Female,Low,76.7,8.1,72.9,18.7,Average
21,Male,High,98.4,12.5,60.5,24.1,Average
23,Male,Medium,97.9,14.7,36.1,20.6,Average
20,Female,High,81.9,20.0,66.6,25.2,Average
24,Female,Medium,97.3,12.1,69.4,25.1,Excellent
22,Female,Medium,83.3,20.6,67.4,27.2,Excellent
18,Male,High,81.7,19.7,72.9,17.4,Excellent
24,Female,Medium,85.6,9.6,66.8,21.2,Average
22,Female,High,87.8,20.6,70.8,29.9,Excellent
23,Male,Medium,79.4,13.6,72.0,28.3,Average
23,Female,Medium,85.2,12.5,69.6,12.5,Average
18,Male,Medium,92.9,13.6,68.0,26.9,Average
19,Male,Medium,86.3,15.0,59.3,19.8,Average
18,Female,Medium,85.4,12.9,77.1,22.0,Excellent
21,Female,Low,89.9,10.8,66.6,23.9,Average
24,Female,Medium,91.7,11.2,65.6,32.8,Excellent
20,Female,Low,84.4,15.7,76.1,19.8,Average
19,Female,High,80.3,14.2,72.5,18.0,Average
18,Female,High,86.9,17.6,61.6,27.3,Excellent
22,Male,Medium,69.1,15.3,85.0,24.9,Excellent
19,Male,Medium,82.9,15.4,55.7,31.0,Average
24,Female,Medium,60.3,18.0,57.6,23.2,Average
19,Male,Medium,68.2,22.1,78.0,31.1,Average
24,Female,High,66.7,22.3,91.0,25.1,Average
18,Male,High,95.5,21.7,63.1,27.6,Average
24,Male,Medium,85.1,19.4,75.0,33.1,Excellent
19,Male,Medium,72.4,25.4,55.7,24.2,Average
22,Female,Medium,89.9,17.2,58.9,30.2,Excellent
23,Male,High,94.9,16.6,83.6,21.9,Excellent
19,Female,Low,90.1,26.2,74.4,26.1,Average
24,Male,Medium,83.1,1.4,84.0,17.8,Average
23,Male,Medium,87.3,13.9,83.0,22.5,Excellent
24,Male,Medium,94.0,21.3,44.9,19.7,Average
22,Male,Low,80.3,19.9,55.6,31.1,Average
24,Male,High,85.3,27.8,73.3,33.7,Excellent
18,Female,Low,82.4,15.5,49.6,23.2,Average
20,Female,Medium,68.9,12.8,57.3,21.1,At-Risk
19,Male,Medium,94.2,13.3,87.1,18.4,Excellent
20,Male,Medium,100.0,16.6,63.5,26.3,Excellent
24,Male,Medium,76.3,23.1,78.5,22.0,Excellent
22,Male,Medium,94.6,23.2,69.7,22.3,Average
19,Female,Low,76.6,14.7,61.8,33.1,Average
24,Male,Low,86.3,16.3,50.0,23.5,Average
23,Female,Medium,100.0,11.9,72.8,27.9,Excellent
21,Male,Medium,79.8,12.5,87.5,25.3,Excellent
24,Female,High,84.9,20.2,62.2,18.2,Average
20,Male,Low,67.0,23.0,70.8,15.8,Average
19,Male,Medium,78.4,11.5,51.8,27.4,Average
20,Female,Low,65.9,16.2,61.9,33.5,Average
19,Male,Low,89.3,13.8,74.1,26.6,Average
24,Male,Medium,93.3,19.3,78.9,28.1,Excellent
18,Male,Medium,82.8,13.1,76.7,20.5,Excellent
23,Female,Low,87.9,5.4,45.6,30.1,Excellent
24,Male,Medium,81.7,20.0,64.5,30.0,Excellent
20,Male,Low,92.4,13.5,58.4,21.5,Average
21,Female,High,86.3,14.0,66.3,27.7,Excellent
21,Female,High,65.1,17.2,68.7,16.2,Average
22,Female,Low,94.4,16.8,82.8,28.6,Excellent
19,Male,Medium,81.1,17.3,73.5,22.1,Average
20,Male,High,72.3,6.9,87.0,18.9,Excellent
22,Male,High,80.6,17.8,61.6,27.0,Excellent
20,Female,Medium,66.0,5.5,53.0,16.1,Average
19,Male,Low,72.5,18.8,87.5,26.7,Excellent
24,Male,Low,86.4,20.6,75.2,19.3,Excellent
24,Female,Medium,87.3,8.2,61.1,18.3,Average
21,Female,Medium,88.1,16.6,75.3,25.3,Excellent
24,Female,Low,85.0,20.3,80.0,24.1,Excellent
24,Female,Medium,78.1,12.8,71.4,32.3,Excellent
18,Female,Low,84.5,18.4,61.3,18.6,Average
21,Male,Medium,80.6,1.1,64.7,31.9,Average
22,Female,Medium,68.7,20.5,73.5,19.3,Average
23,Male,Low,77.3,15.1,72.4,29.6,Average
18,Male,Medium,93.9,13.7,84.5,30.5,Excellent
22,Female,Medium,100.0,19.9,66.7,26.6,Average
19,Female,High,91.5,23.6,58.4,21.0,Average
18,Female,Medium,100.0,17.4,100.0,17.4,Average
22,Male,Medium,85.9,23.0,72.1,15.2,Average
19,Female,Medium,100.0,7.2,80.0,34.3,Excellent
21,Female,Medium,100.0,18.3,76.3,23.5,Average
23,Female,High,67.7,14.3,72.2,19.5,Average
19,Female,Medium,87.2,11.1,67.3,19.3,Average
24,Female,Medium,85.9,5.4,36.4,25.8,Average
20,Male,Low,80.8,18.1,57.2,23.0,Average
19,Male,Medium,89.9,19.4,73.9,15.4,Average
19,Male,High,85.4,21.7,37.4,29.3,Average
23,Female,High,77.6,20.9,70.9,26.7,Average
20,Female,Medium,84.7,11.1,77.9,34.2,Excellent
24,Female,Medium,97.0,21.5,80.0,30.7,Excellent
22,Male,High,86.8,22.0,77.2,9.5,Average
22,Female,High,91.3,13.7,81.5,32.1,Excellent
19,Female,Low,82.2,15.1,89.3,31.0,Excellent
20,Female,Medium,89.5,10.3,83.2,21.3,Excellent
20,Male,Medium,72.9,22.4,72.4,22.8,Average
24,Female,High,80.0,7.4,68.4,27.1,Average
23,Male,Low,84.0,17.7,71.4,19.9,Average
21,Female,Medium,72.2,12.0,66.7,23.8,Average
22,Male,Medium,76.7,9.5,83.4,30.0,Excellent
23,Male,Low,88.1,5.6,76.9,27.6,Excellent
18,Male,Medium,86.3,13.9,65.4,21.7,Average
22,Female,Medium,93.1,8.7,85.9,30.1,Excellent
23,Female,Medium,79.0,15.3,66.5,26.5,Average
22,Male,Medium,85.6,23.8,58.7,26.3,Average
21,Male,Medium,78.3,16.0,69.9,22.4,Average
18,Female,Low,92.1,25.0,60.1,25.0,Excellent
21,Female,Medium,96.9,10.1,81.2,21.1,Average
24,Male,High,89.8,8.6,59.9,15.3,Average
18,Female,Medium,95.6,9.9,68.6,23.6,Excellent
19,Female,Low,85.3,14.7,81.3,24.4,Excellent
23,Female,Low,93.1,28.6,61.5,25.7,Excellent
18,Female,Medium,85.8,6.7,74.9,31.1,Average
24,Male,Medium,74.8,18.1,58.3,21.7,Average
24,Female,Medium,87.5,11.5,72.9,23.2,Excellent
21,Female,Medium,75.0,13.9,76.8,28.8,Excellent
22,Male,Low,100.0,8.7,69.5,21.2,Average
18,Male,Low,81.7,19.4,70.4,25.8,Average
23,Female,Medium,91.5,14.8,75.3,23.0,Excellent
18,Female,Medium,84.9,20.4,66.6,23.8,Average
20,Female,Low,72.7,15.9,80.7,28.8,Excellent
22,Female,Medium,66.0,5.3,86.5,23.1,Average
23,Male,Medium,92.5,20.5,58.9,29.0,Excellent
23,Male,High,100.0,4.9,91.2,15.2,Excellent
19,Male,High,77.7,5.7,66.4,17.9,Average
21,Female,Medium,68.4,10.4,93.9,13.4,Excellent
19,Female,Medium,81.7,10.5,66.5,19.2,Average
23,Female,Medium,75.6,22.0,78.5,34.3,Excellent
22,Female,Medium,78.5,14.1,78.4,24.9,Average
18,Male,Medium,91.1,21.2,65.4,21.4,Average
18,Male,High,84.5,12.2,70.9,28.9,Average
22,Female,Medium,76.7,16.6,87.3,29.6,Average
23,Male,High,90.9,17.4,66.1,18.9,Average
24,Female,Medium,91.7,18.5,65.0,37.5,Excellent
18,Female,Low,81.6,12.7,56.2,26.4,At-Risk
24,Male,Medium,86.4,13.1,88.8,27.0,Excellent
18,Female,Medium,90.2,13.5,64.2,27.5,Average
18,Female,Medium,89.3,6.7,84.4,27.5,Excellent
21,Male,Medium,85.4,14.6,62.8,21.9,Average
21,Female,Low,99.3,13.1,84.0,35.6,Excellent
20,Female,High,90.8,17.9,79.7,23.6,Excellent
19,Male,Low,80.5,15.5,67.3,29.8,Excellent
22,Female,High,80.6,21.7,61.2,22.6,Average
22,Male,High,79.4,15.4,62.2,21.7,Average
22,Female,Medium,91.3,12.2,62.0,34.5,Excellent
20,Male,Medium,78.8,15.3,82.8,24.5,Excellent
21,Male,Medium,80.8,18.6,71.9,24.8,Excellent
23,Male,High,95.6,6.1,56.6,26.4,Average
24,Female,Medium,86.9,11.4,67.0,38.0,Excellent
24,Male,Medium,97.0,11.5,68.4,35.8,Excellent
23,Male,Medium,93.0,17.1,44.3,31.4,Average
20,Male,Medium,73.2,17.6,67.6,39.3,Excellent
23,Male,Medium,84.0,15.5,78.7,20.3,Average
22,Male,Medium,94.9,2.6,68.3,28.3,Average
19,Female,Medium,72.8,6.7,73.1,25.4,Average
18,Female,High,89.2,13.8,75.8,16.2,Average
24,Female,Medium,84.6,12.5,65.9,27.3,Excellent
21,Female,High,67.5,15.0,78.8,22.5,Average
21,Female,Medium,86.2,12.7,87.5,32.7,Excellent
20,Female,High,76.6,22.7,51.7,23.0,Average
21,Female,Medium,73.3,3.5,65.9,22.7,Average
22,Male,Medium,85.1,16.5,98.0,32.7,Excellent
24,Female,Low,65.7,19.1,72.0,24.7,Average
23,Male,High,78.3,18.5,69.6,30.8,Excellent
22,Male,Low,100.0,18.9,66.9,27.1,Excellent
20,Female,High,91.5,19.7,85.3,27.2,Excellent
22,Male,High,76.2,12.0,58.7,23.8,Average
23,Male,Medium,99.0,9.5,81.1,27.5,Excellent
19,Male,Medium,75.1,4.8,66.7,24.3,Excellent
20,Male,Medium,79.5,13.2,61.0,21.0,Average
19,Female,Medium,73.5,11.1,67.2,24.5,Average
18,Female,High,87.6,20.8,69.4,31.4,Excellent
19,Female,Low,98.7,13.6,64.0,27.7,Excellent
18,Female,Low,75.0,9.8,83.4,28.8,Excellent
18,Female,High,64.4,9.1,61.1,25.0,Average
19,Female,Medium,95.9,24.9,71.7,15.3,Average
20,Female,High,100.0,14.9,76.4,18.9,Average
23,Female,Medium,65.0,11.1,71.6,23.6,Average
22,Female,Medium,89.6,15.6,79.3,19.3,Average
22,Female,Medium,87.3,24.5,64.8,22.4,Average
23,Male,Medium,77.1,13.1,77.5,22.2,Average
24,Female,Medium,71.1,18.4,77.8,22.3,Excellent
24,Male,Medium,94.9,20.9,81.6,32.2,Excellent
18,Male,Medium,86.8,5.5,47.4,24.7,Average
18,Male,Medium,87.5,11.8,76.1,29.7,Average
20,Male,Medium,78.8,20.3,80.8,25.8,Excellent
21,Female,Medium,77.0,11.5,65.1,32.1,Excellent
19,Male,Medium,60.5,17.1,63.4,30.1,Average
18,Female,Medium,82.7,11.2,61.6,22.0,Average
22,Female,Medium,99.4,12.8,57.6,34.8,Excellent
20,Male,Medium,76.1,12.2,78.0,22.7,Average
19,Female,Medium,69.8,18.2,97.4,26.0,Average
20,Male,Low,89.4,16.0,63.3,26.9,Average
19,Male,Low,91.2,15.5,64.4,27.4,Average
19,Female,Medium,79.1,27.5,70.2,29.0,Average
23,Female,High,81.5,23.7,50.8,21.2,Average
18,Male,Low,87.6,5.1,61.7,28.6,Excellent
20,Female,Medium,83.4,12.8,69.3,27.9,Excellent
20,Female,Medium,95.0,27.1,59.3,25.0,Average
23,Female,Medium,100.0,12.1,84.4,24.1,Excellent
22,Male,High,67.9,25.4,54.5,21.0,Average
22,Male,Medium,97.3,12.9,80.8,27.4,Excellent
24,Female,Medium,86.1,13.8,87.6,21.7,Excellent
18,Female,Low,98.9,19.3,74.6,26.2,Excellent
18,Female,Low,92.2,14.5,68.4,24.5,Average
21,Female,Medium,85.6,17.5,73.0,18.3,Average
23,Female,Low,92.6,22.9,64.7,20.3,Average
22,Male,Medium,81.1,18.8,45.6,27.0,Average
19,Female,Medium,77.3,15.7,58.2,22.4,Average
20,Male,Medium,93.1,23.4,69.9,22.2,Average
18,Female,Low,76.6,19.4,58.7,21.2,Average
20,Male,Medium,91.4,11.3,65.0,21.3,Average
20,Female,Medium,85.3,24.9,75.8,33.2,Excellent
21,Male,High,61.7,18.2,71.7,19.4,Excellent
